Orthogroup	111	GCF_017603965.1_ASM1760396v1_protein	GCF_022117535.1_ASM2211753v1_protein	GCF_900379835.1_GBBC_2088_protein	GCF_900380015.1_JVD-0051_protein	GCF_900380035.1_NCPPB_1822_protein	GCF_900380065.1_PD_2659_protein	GCF_900380085.1_PD_2662_protein	GCF_900380095.1_PD_2905_protein	GCF_900380115.1_PD_4314_protein	GCF_900380125.1_PD_3160_protein	GCF_900380135.1_PD_4932_protein	GCF_900380145.1_PD_4634_protein	GCF_900380235.1_PD_885_protein
OG0000387		WP_208586506.1	WP_208586506.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1	WP_052032085.1
OG0000388		WP_208586507.1	WP_208586507.1	WP_002802366.1	WP_002802366.1	WP_088061603.1	WP_002802366.1	WP_088061603.1	WP_002802366.1	WP_002802366.1	WP_002802366.1	WP_002802366.1	WP_002802366.1	WP_002802366.1
OG0000389		WP_208586508.1	WP_208586508.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1	WP_002802368.1
OG0000390		WP_208586509.1	WP_208586509.1	WP_231892667.1	WP_231892667.1	WP_231892667.1	WP_234407845.1	WP_231892667.1	WP_231892667.1	WP_234407845.1	WP_231892667.1	WP_231892667.1	WP_231892667.1	WP_231892667.1
OG0000391		WP_208586510.1	WP_208586510.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1	WP_002802373.1
OG0000392		WP_208586511.1	WP_208586511.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1	WP_002802375.1
OG0000393		WP_208586512.1	WP_208586512.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1	WP_002802376.1
OG0000394		WP_208586513.1	WP_208586513.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1	WP_002802377.1
OG0000395		WP_208586515.1	WP_208586515.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1	WP_002802378.1
OG0000396		WP_208586517.1	WP_208586517.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1	WP_002802380.1
OG0000397		WP_208586519.1	WP_208586519.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1	WP_002802381.1
OG0000398		WP_208586521.1	WP_208586521.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1	WP_002802383.1
OG0000399		WP_208586522.1	WP_208586522.1	WP_002802385.1	WP_002802385.1	WP_088061605.1	WP_002802385.1	WP_088061605.1	WP_002802385.1	WP_002802385.1	WP_002802385.1	WP_002802385.1	WP_002802385.1	WP_002802385.1
OG0000400		WP_208586523.1	WP_208586523.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1	WP_002802386.1
OG0000401		WP_208586524.1	WP_208586524.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1	WP_002802387.1
OG0000402		WP_208586525.1	WP_208586525.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1	WP_002802389.1
OG0000403		WP_208586526.1	WP_208586526.1	WP_002802391.1	WP_002802391.1	WP_088061607.1	WP_002802391.1	WP_088061607.1	WP_002802391.1	WP_002802391.1	WP_002802391.1	WP_002802391.1	WP_002802391.1	WP_002802391.1
OG0000404		WP_208586527.1	WP_208586527.1	WP_002802395.1	WP_088056918.1	WP_088056918.1	WP_088056918.1	WP_088056918.1	WP_088056918.1	WP_002802395.1	WP_002802395.1	WP_002802395.1	WP_088056918.1	WP_088056918.1
OG0000405		WP_208586528.1	WP_208586528.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1	WP_002802396.1
OG0000406		WP_208586530.1	WP_208586530.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1	WP_002802398.1
OG0000407		WP_208586532.1	WP_208586532.1	WP_002802401.1	WP_002802401.1	WP_088061609.1	WP_002802401.1	WP_088061609.1	WP_002802401.1	WP_002802401.1	WP_002802401.1	WP_002802401.1	WP_002802401.1	WP_002802401.1
OG0000408		WP_208586534.1	WP_208586534.1	WP_002802402.1	WP_088056919.1	WP_002802402.1	WP_088056919.1	WP_002802402.1	WP_088056919.1	WP_002802402.1	WP_002802402.1	WP_002802402.1	WP_088056919.1	WP_088056919.1
OG0000409		WP_208586535.1	WP_208586535.1	WP_002802404.1	WP_088056920.1	WP_002802404.1	WP_088056920.1	WP_002802404.1	WP_088056920.1	WP_002802404.1	WP_002802404.1	WP_002802404.1	WP_088056920.1	WP_088056920.1
OG0000410		WP_208586537.1	WP_208586537.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1	WP_002802405.1
OG0000411		WP_208586539.1	WP_208586539.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1	WP_040761987.1
OG0000412		WP_208586541.1	WP_208586541.1	WP_002802408.1	WP_088061611.1	WP_088061611.1	WP_002802408.1	WP_088061611.1	WP_088061611.1	WP_002802408.1	WP_002802408.1	WP_002802408.1	WP_002802408.1	WP_002802408.1
OG0000413		WP_208586543.1	WP_208586543.1	WP_040761990.1	WP_108834786.1	WP_088061613.1	WP_088056921.1	WP_088061613.1	WP_108834786.1	WP_040761990.1	WP_040761990.1	WP_040761990.1	WP_088056921.1	WP_088056921.1
OG0000414		WP_208586545.1	WP_208586545.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1	WP_002802410.1
OG0000415		WP_208586547.1	WP_208586547.1	WP_002802412.1	WP_108834788.1	WP_088061615.1	WP_088056922.1	WP_088061615.1	WP_108834788.1	WP_002802412.1	WP_002802412.1	WP_002802412.1	WP_088056922.1	WP_088056922.1
OG0000416		WP_208586549.1	WP_208586549.1	WP_002802414.1	WP_088056923.1	WP_088056923.1	WP_088056923.1	WP_088056923.1	WP_088056923.1	WP_002802414.1	WP_002802414.1	WP_002802414.1	WP_088056923.1	WP_088056923.1
OG0000417		WP_208586551.1	WP_208586551.1	WP_002802415.1	WP_002802415.1	WP_088061617.1	WP_002802415.1	WP_088061617.1	WP_002802415.1	WP_002802415.1	WP_002802415.1	WP_002802415.1	WP_002802415.1	WP_002802415.1
OG0000418		WP_208586555.1	WP_208586555.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1	WP_002810468.1
OG0000419		WP_208586557.1	WP_208586557.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1	WP_002810471.1
OG0000420		WP_208586559.1	WP_208586559.1	WP_002810473.1	WP_002810473.1	WP_159089655.1	WP_002810473.1	WP_159089655.1	WP_002810473.1	WP_002810473.1	WP_002810473.1	WP_002810473.1	WP_002810473.1	WP_002810473.1
OG0000421		WP_208586560.1	WP_208586560.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1	WP_002810475.1
OG0000422		WP_208586561.1	WP_208586561.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1	WP_040762808.1
OG0000423		WP_208586562.1	WP_208586562.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1	WP_002810481.1
OG0000424		WP_208586563.1	WP_208586563.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1	WP_002810483.1
OG0000425		WP_208586564.1	WP_208586564.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1	WP_082244296.1
OG0000426		WP_208586566.1	WP_208586566.1	WP_002810491.1	WP_002810491.1	WP_002810491.1	WP_088056925.1	WP_002810491.1	WP_002810491.1	WP_002810491.1	WP_002810491.1	WP_002810491.1	WP_088056925.1	WP_088056925.1
OG0000427		WP_208586568.1	WP_208586568.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1	WP_002810494.1
OG0000428		WP_208586570.1	WP_208586570.1	WP_002810497.1	WP_108834792.1	WP_002810497.1	WP_002810497.1	WP_002810497.1	WP_108834792.1	WP_002810497.1	WP_002810497.1	WP_002810497.1	WP_002810497.1	WP_002810497.1
OG0000429		WP_208586572.1	WP_208586572.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1	WP_002810503.1
OG0000430		WP_208586574.1	WP_208586574.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1	WP_002811388.1
OG0000431		WP_208586578.1	WP_208586578.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1	WP_002810654.1
OG0000432		WP_208586580.1	WP_208586580.1	WP_002810656.1	WP_088056927.1	WP_088056927.1	WP_088056927.1	WP_088056927.1	WP_088056927.1	WP_002810656.1	WP_002810656.1	WP_002810656.1	WP_088056927.1	WP_088056927.1
OG0000433		WP_208586582.1	WP_208586582.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1	WP_002810659.1
OG0000434		WP_208586583.1	WP_208586583.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1	WP_002810661.1
OG0000435		WP_208586584.1	WP_208586584.1	WP_002810663.1	WP_088061229.1	WP_088061229.1	WP_002810663.1	WP_088061229.1	WP_088061229.1	WP_002810663.1	WP_002810663.1	WP_002810663.1	WP_002810663.1	WP_002810663.1
OG0000436		WP_208586585.1	WP_208586585.1	WP_040762815.1	WP_199912918.1	WP_040762815.1	WP_040762815.1	WP_040762815.1	WP_199912918.1	WP_040762815.1	WP_040762815.1	WP_040762815.1	WP_040762815.1	WP_040762815.1
OG0000437		WP_208586587.1	WP_208586587.1	WP_002810669.1	WP_088056928.1	WP_088056928.1	WP_088056928.1	WP_088056928.1	WP_088056928.1	WP_002810669.1	WP_002810669.1	WP_002810669.1	WP_088056928.1	WP_088056928.1
OG0000438		WP_208586588.1	WP_208586588.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1	WP_002810671.1
OG0000439		WP_208586590.1	WP_208586590.1	WP_002810674.1	WP_002810674.1	WP_088061228.1	WP_002810674.1	WP_088061228.1	WP_002810674.1	WP_002810674.1	WP_002810674.1	WP_002810674.1	WP_002810674.1	WP_002810674.1
OG0000440		WP_208586591.1	WP_208586591.1	WP_002810677.1	WP_002810677.1	WP_088061227.1	WP_002810677.1	WP_088061227.1	WP_002810677.1	WP_002810677.1	WP_002810677.1	WP_002810677.1	WP_002810677.1	WP_002810677.1
OG0000441		WP_208586592.1	WP_208586592.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1	WP_002810680.1
OG0000442		WP_208586593.1	WP_208586593.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1	WP_002810682.1
OG0000443		WP_208586594.1	WP_208586594.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1	WP_002810685.1
OG0000444		WP_208586595.1	WP_208586595.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1	WP_002810687.1
OG0000445		WP_208586602.1	WP_208586602.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1	WP_002810701.1
OG0000446		WP_208586603.1	WP_208586603.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1	WP_002810706.1
OG0000447		WP_208586604.1	WP_208586604.1	WP_052032154.1	WP_052032154.1	WP_088061223.1	WP_052032154.1	WP_088061223.1	WP_052032154.1	WP_052032154.1	WP_052032154.1	WP_052032154.1	WP_052032154.1	WP_052032154.1
OG0000448		WP_208586605.1	WP_208586605.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1	WP_040762817.1
OG0000449		WP_208586606.1	WP_208586606.1	WP_002810715.1	WP_002810715.1	WP_108772872.1	WP_002810715.1	WP_108772872.1	WP_002810715.1	WP_002810715.1	WP_002810715.1	WP_002810715.1	WP_002810715.1	WP_002810715.1
OG0000450		WP_208586607.1	WP_208586607.1	WP_002810716.1	WP_002810716.1	WP_088061222.1	WP_002810716.1	WP_088061222.1	WP_002810716.1	WP_002810716.1	WP_002810716.1	WP_002810716.1	WP_002810716.1	WP_002810716.1
OG0000451		WP_208586608.1	WP_208586608.1	WP_040762818.1	WP_088057130.1	WP_088057130.1	WP_088057130.1	WP_088057130.1	WP_088057130.1	WP_040762818.1	WP_040762818.1	WP_040762818.1	WP_088057130.1	WP_088057130.1
OG0000452		WP_208586609.1	WP_208586609.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1	WP_002810726.1
OG0000453		WP_208586610.1	WP_208586610.1	WP_040762819.1	WP_040762819.1	WP_088061221.1	WP_040762819.1	WP_088061221.1	WP_040762819.1	WP_040762819.1	WP_040762819.1	WP_040762819.1	WP_040762819.1	WP_040762819.1
OG0000454		WP_208586611.1	WP_208586611.1	WP_002810731.1	WP_002810731.1	WP_088061220.1	WP_002810731.1	WP_088061220.1	WP_002810731.1	WP_002810731.1	WP_002810731.1	WP_002810731.1	WP_002810731.1	WP_002810731.1
OG0000455		WP_208586613.1	WP_208586613.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1	WP_002810733.1
OG0000456		WP_208586615.1	WP_208586615.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1	WP_002810736.1
OG0000457		WP_208586617.1	WP_208586617.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1	WP_002810742.1
OG0000458		WP_208586619.1	WP_208586619.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1	WP_002810752.1
OG0000459		WP_208586621.1	WP_208586621.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1	WP_002810756.1
OG0000460		WP_208586622.1	WP_208586622.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1	WP_002810758.1
OG0000461		WP_208586623.1	WP_208586623.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1	WP_002810760.1
OG0000462		WP_208586624.1	WP_208586624.1	WP_002810761.1	WP_088061217.1	WP_088061217.1	WP_002810761.1	WP_088061217.1	WP_088061217.1	WP_002810761.1	WP_002810761.1	WP_002810761.1	WP_002810761.1	WP_002810761.1
OG0000463		WP_208586625.1	WP_208586625.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1	WP_040762822.1
OG0000464		WP_208586626.1	WP_208586626.1	WP_002810763.1	WP_108834815.1	WP_088061216.1	WP_002810763.1	WP_088061216.1	WP_088061216.1	WP_002810763.1	WP_002810763.1	WP_002810763.1	WP_002810763.1	WP_002810763.1
OG0000465		WP_208586627.1	WP_208586627.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1	WP_002810764.1
OG0000466		WP_208586628.1	WP_208586628.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1	WP_002810765.1
OG0000467		WP_208586630.1	WP_208586630.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1	WP_002810766.1
OG0000468		WP_208586631.1	WP_208586631.1	WP_002810767.1	WP_108834817.1	WP_088061215.1	WP_088056931.1	WP_088061215.1	WP_108834817.1	WP_002810767.1	WP_002810767.1	WP_002810767.1	WP_088056931.1	WP_088056931.1
OG0000469		WP_208586632.1	WP_208586632.1	WP_002810769.1	WP_199912919.1	WP_162597148.1	WP_002810769.1	WP_162597148.1	WP_199912919.1	WP_002810769.1	WP_002810769.1	WP_002810769.1	WP_002810769.1	WP_002810769.1
OG0000470		WP_208586634.1	WP_208586634.1	WP_040762824.1	WP_108834821.1	WP_040762824.1	WP_040762824.1	WP_040762824.1	WP_108834821.1	WP_040762824.1	WP_040762824.1	WP_040762824.1	WP_040762824.1	WP_040762824.1
OG0000471		WP_208586636.1	WP_208586636.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1	WP_040762825.1
OG0000472		WP_208586638.1	WP_208586638.1	WP_040762826.1	WP_040762826.1	WP_088061213.1	WP_040762826.1	WP_088061213.1	WP_040762826.1	WP_040762826.1	WP_040762826.1	WP_040762826.1	WP_040762826.1	WP_040762826.1
OG0000473		WP_208586640.1	WP_208586640.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1	WP_002810779.1
OG0000474		WP_208586642.1	WP_208586642.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1	WP_002810782.1
OG0000475		WP_208586643.1	WP_208586643.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1	WP_002810783.1
OG0000476		WP_208586645.1	WP_208586645.1	WP_040762827.1	WP_199912920.1	WP_040762827.1	WP_040762827.1	WP_040762827.1	WP_199912920.1	WP_040762827.1	WP_040762827.1	WP_040762827.1	WP_040762827.1	WP_040762827.1
OG0000477		WP_208586649.1	WP_208586649.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1	WP_002810788.1
OG0000478		WP_208586651.1	WP_208586651.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1	WP_002810789.1
OG0000479		WP_208586653.1	WP_208586653.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1	WP_002810790.1
OG0000480		WP_208586655.1	WP_208586655.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1	WP_002810791.1
OG0000481		WP_208586657.1	WP_208586657.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1	WP_002810792.1
OG0000482		WP_208586659.1	WP_208586659.1	WP_002810795.1	WP_002810795.1	WP_002810795.1	WP_108862508.1	WP_002810795.1	WP_002810795.1	WP_002810795.1	WP_002810795.1	WP_002810795.1	WP_002810795.1	WP_002810795.1
OG0000483		WP_208586660.1	WP_208586660.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1	WP_002810798.1
OG0000484		WP_208586662.1	WP_208586662.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1	WP_002810803.1
OG0000485		WP_208586663.1	WP_208586663.1	WP_002810806.1	WP_002810806.1	WP_088061212.1	WP_002810806.1	WP_088061212.1	WP_002810806.1	WP_002810806.1	WP_002810806.1	WP_002810806.1	WP_002810806.1	WP_002810806.1
OG0000486		WP_208586664.1	WP_208586664.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1	WP_002810808.1
OG0000487		WP_208586665.1	WP_208586665.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1	WP_002810810.1
OG0000488		WP_208586666.1	WP_208586666.1	WP_040762832.1	WP_040762832.1	WP_162597147.1	WP_040762832.1	WP_162597147.1	WP_040762832.1	WP_040762832.1	WP_040762832.1	WP_040762832.1	WP_040762832.1	WP_040762832.1
OG0000489		WP_208586679.1	WP_208586679.1	WP_002810909.1	WP_002810909.1	WP_088061208.1	WP_002810909.1	WP_088061208.1	WP_002810909.1	WP_002810909.1	WP_002810909.1	WP_002810909.1	WP_002810909.1	WP_002810909.1
OG0000490		WP_208586688.1	WP_208586688.1	WP_002810936.1	WP_108834827.1	WP_088061204.1	WP_002810936.1	WP_088061204.1	WP_108834827.1	WP_002810936.1	WP_002810936.1	WP_002810936.1	WP_002810936.1	WP_002810936.1
OG0000491		WP_208586692.1	WP_208586692.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1	WP_002810938.1
OG0000492		WP_208586693.1	WP_208586693.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1	WP_040762837.1
OG0000493		WP_208586695.1	WP_208586695.1	WP_002810952.1	WP_002810952.1	WP_088061200.1	WP_002810952.1	WP_088061200.1	WP_002810952.1	WP_002810952.1	WP_002810952.1	WP_002810952.1	WP_002810952.1	WP_002810952.1
